strain	gisaid_epi_isl	genbank_accession	submitting_lab	authors	originating_lab	url
CzechRepublic/NRL-2002-21/2021	EPI_ISL_1492089		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-2040-21-2/2021	EPI_ISL_1492090		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-2357/2021	EPI_ISL_1492102		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-2585/2021	EPI_ISL_1510398		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-2587/2021	EPI_ISL_1510400		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-452/2021	EPI_ISL_1510280		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-490/2021	EPI_ISL_1510283		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-731/2021	EPI_ISL_1510285		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-847/2021	EPI_ISL_1510295		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL-957/2021	EPI_ISL_1510302		State Veterinary Institute Prague	Nagy et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1273_21/2021	EPI_ISL_1261288		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1276_21/2021	EPI_ISL_1261188		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1278_21/2021	EPI_ISL_1261289		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1280_21/2021	EPI_ISL_1261190		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1282_21/2021	EPI_ISL_1261191		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1283_21/2021	EPI_ISL_1261290		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1289_21/2021	EPI_ISL_1261292		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1873_21/2021	EPI_ISL_1321356		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1876_21/2021	EPI_ISL_1321357		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1877_21/2021	EPI_ISL_1321358		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1883_21/2021	EPI_ISL_1321359		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1901_21/2021	EPI_ISL_1321360		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_1903_21/2021	EPI_ISL_1321361		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2089_21/2021	EPI_ISL_1261197		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	GHC Genetics s.r.o.	https://www.gisaid.org
CzechRepublic/NRL_2092_21/2021	EPI_ISL_1261298		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	GHC Genetics s.r.o.	https://www.gisaid.org
CzechRepublic/NRL_2174_21/2021	EPI_ISL_1261310		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2308_21/2021	EPI_ISL_1261322		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2309_21/2021	EPI_ISL_1261323		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2311_21/2021	EPI_ISL_1261220		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2314_21/2021	EPI_ISL_1261325		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2326_21/2021	EPI_ISL_1261222		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2327_21/2021	EPI_ISL_1261326		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2332_21/2021	EPI_ISL_1261223		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2333_21/2021	EPI_ISL_1261224		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2334_21/2021	EPI_ISL_1261177		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2337_21/2021	EPI_ISL_1261225		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2338_21/2021	EPI_ISL_1261168		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_234/2021	EPI_ISL_850679		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2352_21/2021	EPI_ISL_1261228		National Reference Laboratory for Influenza and Respiratory Viruses CZE	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_236/2021	EPI_ISL_850681		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_237/2021	EPI_ISL_850682		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_241/2021	EPI_ISL_850686		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_2976_21/2021	EPI_ISL_1315049		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_3208_21/2021	EPI_ISL_1315041		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_3212_21/2021	EPI_ISL_1315043		National Institute of Public Health	Helena Jirincova et al	National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_450/2021	EPI_ISL_960407		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_551-2/2021	EPI_ISL_960405		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/NRL_599/2021	EPI_ISL_960406		State Veterinary Institute Prague	Nagy et al	The National Institute of Public Health	https://www.gisaid.org
CzechRepublic/VN02236/2021	EPI_ISL_1585246		GHC Genetics, s.r.o.	Renata Michalovská et al	GHC Genetics, s.r.o.	https://www.gisaid.org
DominicanRepublic/CDC-9KZX-8454/2020	EPI_ISL_906851		Respiratory Viruses Branch, Centers for Disease Control and Prevention	Tao et al	Respiratory Viruses Branch, Centers for Disease Control and Prevention	https://www.gisaid.org
Ecuador/USFQ-578/2021	EPI_ISL_824293		Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al	Institute of Microbiology, Universidad San Francisco de Quito	https://www.gisaid.org
Ecuador/USFQ-581/2021	EPI_ISL_803098		Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al	Institute of Microbiology, Universidad San Francisco de Quito	https://www.gisaid.org
Ecuador/USFQ-582/2021	EPI_ISL_824294		Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al	Institute of Microbiology, Universidad San Francisco de Quito	https://www.gisaid.org
Ecuador/USFQ-736/2021	EPI_ISL_877561		Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al	Institute of Microbiology, Universidad San Francisco de Quito	https://www.gisaid.org
Ecuador/USFQ-737/2021	EPI_ISL_877562		Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al	Institute of Microbiology, Universidad San Francisco de Quito	https://www.gisaid.org
England/205090926/2020	EPI_ISL_747512		COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	Respiratory Virus Unit, National Infection Service, Public Health England	https://www.gisaid.org
England/205161341/2020	EPI_ISL_766172		COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	Respiratory Virus Unit, National Infection Service, Public Health England	https://www.gisaid.org
England/205261518/2020	EPI_ISL_804344		COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	Respiratory Virus Unit, National Infection Service, Public Health England	https://www.gisaid.org
England/ALDP-10075BC/2021	EPI_ISL_874579		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-100E2BE/2021	EPI_ISL_881355		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-1014877/2021	EPI_ISL_881469		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-106577A/2021	EPI_ISL_878685		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-106920C/2021	EPI_ISL_879307		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-1090E17/2021	EPI_ISL_885333		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-10B5DF1/2021	EPI_ISL_885500		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-10E3A3F/2021	EPI_ISL_908503		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-10E3BB4/2021	EPI_ISL_908404		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-10EC2D4/2021	EPI_ISL_916224		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-10F9CC7/2021	EPI_ISL_917462		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-110B5C6/2021	EPI_ISL_917230		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-114DC3C/2021	EPI_ISL_947547		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-1150744/2021	EPI_ISL_947660		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-1181C0F/2021	EPI_ISL_932225		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-118A9E1/2021	EPI_ISL_946675		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-1197E3D/2021	EPI_ISL_990363		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-11994FD/2021	EPI_ISL_1044008		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-119D356/2021	EPI_ISL_945683		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-12033D2/2021	EPI_ISL_988917		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-B1F74A/2020	EPI_ISL_646065		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-B61FC9/2020	EPI_ISL_656594		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-B83143/2020	EPI_ISL_675549		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-BB33CC/2020	EPI_ISL_703234		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-BC6D22/2020	EPI_ISL_915933		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C04F30/2020	EPI_ISL_720715		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C06314/2020	EPI_ISL_709506		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C06718/2020	EPI_ISL_709385		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C06930/2020	EPI_ISL_709391		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C25E5A/2020	EPI_ISL_782926		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C3B264/2020	EPI_ISL_731635		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
England/ALDP-C3B783/2020	EPI_ISL_730960		Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Jacquelyn Wynn et al	Lighthouse Lab in Alderley Park	https://www.gisaid.org
